id,created_at,favorite_count,retweet_count,text
1341915412540366851,2020-12-24 01:15:40,14,0,La inspiración se puede retratar y @Santiago_Arau  nos demuestra que dentro cada caja una historia comienza. Ahora tú conócela y emociónate con lo que los envíos en 24 hrs pueden crear. https://t.co/iNz0mRsbek
1341182616897253376,2020-12-22 00:43:48,31,1,"En cada rincón de México hay una historia 📦 y estas son las sonrisas que inspiraron a @Santiago_Arau y a nosotros, para contarlas 💛. https://t.co/0NZKZ0DtbS"
1340392661165944835,2020-12-19 20:24:48,5,0,"Esta es la temporada perfecta para estrenar un seminuevo, obvio acá 👉  https://t.co/yrpsQekuIB ¿En cuál te gustaría recorrer la carretera?"
1340024058566631425,2020-12-18 20:00:06,8,1,"Dale clic y lee la nota completa para descubrir cómo tener el hogar de tus sueños 🏡 sin aval 💰, pagando tu depósito de garantía a meses 💳 y muchos más beneficios 💛. Si tú eres arrendador, también consigues garantías increíbles: https://t.co/FH83Q0lJNK https://t.co/PCDmUxJELJ"
1339708935134212096,2020-12-17 23:07:55,9,0,"El verdadero poder de una historia inspiradora, llega cuando la compartes 📦. Nosotros y @Santiago_Arau 📸 creemos en esto, por eso te invitamos a unirte a esta historia 💛. https://t.co/AZp23jv7NF"
1339347408245968899,2020-12-16 23:11:20,10,1,"Dentro de cada caja, hay una historia que nos mueve. Es momento de que conozcas una de ellas y en un día descubras cómo logramos inspirar. https://t.co/EHWeqVxiTQ"
1339329724842176516,2020-12-16 22:01:04,4,0,"Con hasta 30% de descuento, esta Navidad se llenará de regalos 🎄, así que ¿@lorealmexico cuál creen que sea el ingrediente estrella 🌟 para la belleza 🎅🏻 en esta temporada? Acá les dejamos todas las opciones (y los descuentos 😉) 👉https://t.co/HJ1YmRtExy"
1338945180754448386,2020-12-15 20:33:02,10,1,"Aprovechando que tenemos 35% de descuento y envíos en 24 hrs en juguetería, ¿A ti con cuál te gustaría jugar?"
1338622012198170629,2020-12-14 23:08:52,13,1,La cena de Navidad 🎄  está cada vez más cerca y todxs queremos lucir increíbles ☃️ para nuestra familia.  @lorealmexico 💄 ¿qué consejo nos darías para brillar 🌟en Noche Buena 🎅🏻?
1338594578648231936,2020-12-14 21:19:52,10,0,"Tus pantallas 🖥️ estuvieron en muchas de las cartas 🎁🎄 que me llegaron 🎅. @SamsungMexico, ¿tú con qué recomiendas que las estrenen: peli 🎥 o videojuego 🎮?"
1336376610753290243,2020-12-08 18:26:27,6,0,Tu oportunidad de reconquistar la carretera ha llegado🛣️. Checa nuestro Festival de Estrenos 🥳 y enamórate de tu próximo auto 😍🚘 . https://t.co/swg2Bgqnq0 https://t.co/ZuagET08V5
1334621018158141442,2020-12-03 22:10:21,17,0,Prepárate para recibir con todo esta Navidad 🎅🏻. #CodoACodo Adelantemos tus regalos con hasta 40% de descuento y envíos en 24 hrs 🎁 porque acá #LaNavidadTeLlega 🎄. https://t.co/oF2xjzBiOa
1331645879472828417,2020-11-25 17:08:13,8,0,Con nuestros precios increíbles 🤯 te cumplimos el sueño 💭 de conquistar la carretera 🚘 en tu auto nuevo. ¡No esperes más! 📲 https://t.co/HWXXmdLBEX https://t.co/HZ42Qr8dKV
1329878537587875841,2020-11-20 20:05:25,112,26,"Favor de abrocharse los cinturones, 👩‍✈️ Mercado Libre está a punto de despegar. 🛫 Tiempo estimado de llegada: 24 hrs, destino: tu hogar 📦 https://t.co/WJV3aoif9p"
1327680793376907268,2020-11-14 18:32:22,10,0,La emoción de este #BuenFin 🏁 llega en 2 ruedas 🏍️ con hasta 25% de descuento para que disfrutes la brisa de la carretera 🛣️💛 https://t.co/ZcnWAE7xr4 https://t.co/GOuf7Mab1L
1327339837440086016,2020-11-13 19:57:32,16,1,"La #InvasiónDeCajas ha llegado con todo el poder 💪 de los envíos en 24 hrs 📦, para alegrarte la vida. Ya sabes: compra y en 24 hrs grita de emoción porque #LlegóMiCaja  🥳 https://t.co/Lcemtn8HAm https://t.co/XDl9ORQvHa"
1327001499201900547,2020-11-12 21:33:06,9,1,"Este #BuenFin nosotros armamos la fiesta 🥳 con hasta 50% de descuento y envíos en 24 hrs 🚚. Para que muevas las caderas, mientras compras todo lo que quieras al ritmo de: 🎶precios para abajo 🎶 para abajo 🎶 descuentos para arriba🎶 para arriba🎶📲 https://t.co/hlDn5ARGuW"
1326293354703974402,2020-11-10 22:39:11,4,0,"Este #BuenFin seguro conquistas la carretera con hasta 15% de descuento en el valor total del vehículo 😮 y seguro gratis por un año en modelos participantes. Así que, ¿con cuál prefieres salir a rodar? 🚘 https://t.co/MJiYIIH5LI #MercadoLibrePoneElMejorBuenFin"
1321602550597115905,2020-10-28 23:59:36,7,0,"Conoce la nueva Chevrolet Tracker y enamórate 😍 de su motor 💪, control de estabilidad 🛣 y seguridad ⛑insuperables.📲 https://t.co/FvpuftF0XQ https://t.co/hhiBruYD7Y"
1319764356188540929,2020-10-23 22:15:17,14,0,"Tremendo hitazo 🎼 se merece un reconocimiento. 
Bravo @eddsoga tu melodía nos hizo el día 😂 y vamos a devolver el favor, regalándote 🎁 un #POCOX3 📱 para que sigas cantando y jugando como loco, sabemos que para el estrellato 🤩 te falta poco.😉@PocoMexico"
1318679493683412998,2020-10-20 22:24:25,9,0,"Siempre hemos tenido una visión única de lo que significa rendimiento y sofisticación @LandRoverMX . 
📲 https://t.co/bcpdqzUOjz https://t.co/XE5Opt5sMB"
1316495293337210880,2020-10-14 21:45:11,30,0,"¿A poco no les gustan las buenas nuevas de a poco? Y aunque poco les podemos decir 😉, para que la emoción suba de poco a poco, sí podemos asegurar que lo poco que viene 📱, está de poca 🙌."
1316131794123730944,2020-10-13 21:40:46,6,1,"Con envíos gratis con Full ⚡, hasta el 40% de descuento y las promos que llegan de volada, el ganador es evidente 🤷 ¿a poco no? 📲 https://t.co/l20hz06vsV"
1315766071224393736,2020-10-12 21:27:31,15,3,"Con envíos gratis con Full ⚡, nuestras promos que llegan de volada 📦 son la excusa que estabas esperando para darte ese regalito que tanto querías. 👇 Así que abrimos hilo de cosas que queremos aunque no sabemos porqué:"
1314001978431868930,2020-10-08 00:37:39,64,9,"- Yo: Ya no puedo andar gastando, tengo que ahorrar
 
- MeLi: ¿Quieres ver mis promos? Fosfo, fosfo"
1307451293997334530,2020-09-19 22:47:34,11,0,"Rentar sin maltratar tu cartera, sí es posible. Descubre los tesoros escondidos de la CDMX y enamórate de tu nuevo hogar. 📲 https://t.co/2MoUcJI89S https://t.co/0X5w6BBtLf"
1307028717865185284,2020-09-18 18:48:24,3,0,"Aprovecha hasta 30% de descuento y olvídate de levantarte 1 hora ⏰ antes para llegar a tiempo 😉. 
📲 https://t.co/Ln8un2DDBt https://t.co/sLl3MNIsdY"
1306670956438528002,2020-09-17 19:06:47,6,0,"El que busca 🧐 encuentra 🏡, pero una manita extra 👋 no cae mal. Así que, si quieres una renta chiquita, fácil y rápida 👉https://t.co/3fcKOtmw27"
